CustomerID,FirstName,LastName,StreetAddress,City,State,ZipeCode,Telephone,Purchases_Total
1310,Garry,Pham,808 Cowley Blvd.,Yonkers,Alabama,7156,8731393766,7
1311,Tomas,Sloan,164 Cowley Blvd.,Virginia Beach,Ohio,81466,642353-6041,1
1312,Scot,Mack,790 Hague Avenue,Toledo,Nebraska,16984,054356-7424,6
1313,Lea,Compton,26 Oak Parkway,Seattle,Maine,19516,713-956-7225,6
1314,Kendra,Villarreal,29 East Cowley Freeway,Yonkers,West Virginia,84084,087-282-9030,6
1315,Claude,Day,51 Green Clarendon Street,Cincinnati,Nevada,27106,1557547852,6
1316,Bryant,Singleton,68 Rocky Nobel Avenue,Minneapolis,Kentucky,43774,218024-4769,6
1317,Emma,Holden,28 Green Hague Avenue,Los Angeles,Arizona,7539,819424-7809,5
1318,Olivia,Bates,929 Oak Boulevard,Montgomery,Delaware,26750,1100920821,2
1319,Ralph,Aguirre,570 Rocky Milton Parkway,Des Moines,Minnesota,94289,154-748-0426,2
1320,Lydia,Arias,83 West Nobel Road,Dallas,Oregon,29527,556-6696753,2
1321,Marcella,Clarke,586 Green Fabien Parkway,Detroit,Utah,89331,567-639-8989,6
1322,Esther,Chambers,93 Rocky Nobel Blvd.,Seattle,North Dakota,31632,8682215420,6
1323,Kristi,Tucker,99 East Green Second Parkway,Tacoma,Louisiana,30070,6354100035,7
1324,Jaime,Morales,97 Rocky Fabien Avenue,Fresno,Florida,31435,052-6501580,1
1325,Meredith,Hubbard,695 New Parkway,San Francisco,Missouri,78730,301084745,1
1326,Reginald,Bradshaw,630 Rocky Nobel Road,Colorado,Michigan,41463,153-458-4037,3
1327,Rosa,Bell,125 South Second Street,Santa Ana,Pennsylvania,36477,577-6465358,5
1328,Grace,Duran,24 White Cowley Blvd.,Fort Worth,Georgia,28018,522-255-1650,4
1329,Francis,Leach,272 Cowley Parkway,Arlington,North Carolina,60482,445-675-4141,5
1330,Tomas,Blevins,907 East Fabien Avenue,Akron,Delaware,80396,129-590-3927,2
1331,Donna,Cunningham,628 West Clarendon Way,Santa Ana,Ohio,56011,1233347962,4
1332,Dale,Calderon,717 West First Blvd.,Arlington,North Carolina,58847,522311-6430,6
1333,Marcy,Lane,19 East Green Cowley Avenue,Raleigh,Alaska,37194,434-261-5543,5
1334,Glenn,Ball,416 First Way,Hialeah,California,52756,161-1965436,6
1335,Krista,Tapia,94 Rocky Nobel Street,Denver,Wisconsin,24706,1640732232,7
1336,Mindy,Hickman,251 East Oak Drive,Shreveport,Indiana,26112,334-058-9814,2
1337,Kristine,Shepard,763 Cowley Boulevard,Yonkers,Maine,11355,915-2859989,6
1338,Lakesha,Lawson,95 Rocky Clarendon Drive,Glendale,Illinois,64407,6943932494,4
1339,Jolene,Raymond,22 Cowley Parkway,Nashville,Wisconsin,3442,963-7012680,5
1340,Cory,Griffith,82 Green Oak Blvd.,Omaha,Arizona,23652,415669-7139,6
1341,Nancy,Ruiz,25 South White Oak Way,Spokane,Kentucky,38848,700-401-1952,4
1342,Herman,Sampson,54 Green Old Parkway,New Orleans,Minnesota,2711,062-901-9457,4
1343,Juan,Cardenas,43 Milton Avenue,Greensboro,Arkansas,42503,691-493-7111,3
1344,Becky,Logan,30 South Green Nobel Blvd.,Sacramento,Maryland,43664,162195-3124,1
1345,Terence,Vasquez,566 Milton Street,Dallas,Alaska,53348,683445-9976,3
1346,Kenneth,Ryan,67 East Hague Avenue,Boston,Oklahoma,51043,586708-7632,7
1347,Marvin,Greene,18 West White Old Drive,Garland,Illinois,6411,4007810628,7
1348,Jamey,Bishop,79 Rocky Clarendon St.,Virginia Beach,West Virginia,40764,395-727-1748,1
1349,Chanda,Waller,69 New Avenue,Milwaukee,South Carolina,5252,392958-6517,7
1350,Terri,Mc Guire,99 East Rocky Second Way,Fort Worth,Georgia,57030,564-4729149,6
1351,Cornelius,Jacobs,713 Rocky Oak St.,Jacksonville,New Mexico,63035,994-5066596,2
1352,Nicholas,O'Connell,615 Rocky Hague Street,Honolulu,Oregon,26561,428317-3972,3
1353,Tyrone,Gregory,67 South Green Clarendon Parkway,Shreveport,Missouri,86623,246853-0598,6
1354,Aimee,Kirby,97 East New Drive,Oklahoma,Delaware,33431,693808-2819,7
1355,Veronica,Snyder,25 East Milton St.,Minneapolis,Arkansas,9446,341-4305454,7
1356,Helen,Johnston,382 Fabien Freeway,Anchorage,West Virginia,13336,1017334366,1
1357,Bridgett,Lutz,73 West Oak Blvd.,Washington,Iowa,756,275-975-6564,1
1358,Wayne,May,308 Rocky Nobel Parkway,Anchorage,Virginia,44403,125791253,4
1359,Derick,Thornton,161 Green First Boulevard,Shreveport,Missouri,52166,3483255544,3
1360,Manuel,Bailey,44 Second Street,Santa Ana,Rhode Island,7011,380-541-4690,6
1361,Gavin,Gutierrez,111 South Milton St.,Oakland,Arizona,95168,NULL,3
1362,Julian,Odom,368 Clarendon Drive,Birmingham,West Virginia,73155,619456-4435,6
1363,Tameka,Jensen,430 Rocky New St.,Greensboro,Hawaii,73188,2624280640,4
1364,Greg,Daniel,307 Cowley Blvd.,Long Beach,South Carolina,74794,714-2530405,2
1365,Lloyd,Dunlap,93 Oak Avenue,Memphis,Utah,73455,2625538044,3
1366,Bernard,Valencia,420 Oak Road,New York,Georgia,28798,729440-7715,5
1367,Antoine,Mcclain,158 White New Way,Buffalo,Virginia,37054,450-065-4786,7
1368,Rafael,Fields,607 First St.,Dallas,Wyoming,66717,116-070-2489,2
1369,Clayton,Tate,531 Cowley Road,St. Petersburg,Indiana,97350,7361867318,5
1370,Kathryn,Tapia,763 Oak Blvd.,Detroit,North Dakota,10106,5686586730,1
1371,Trina,Cannon,465 Clarendon Parkway,Kansas,Pennsylvania,66196,783-517-0800,5
1372,Shirley,Gordon,87 Old Street,San Diego,Alabama,11509,509-4136963,7
1373,Guy,Ford,344 North Old Way,Arlington,Washington,75424,1249341707,6
1374,Grace,Day,184 Clarendon Drive,Mobile,Nevada,50516,926-8673561,7
1375,Alonzo,Hatfield,92 Rocky New Street,Stockton,New York,32745,407-6998970,6
1376,Evan,Benton,932 Rocky Hague Blvd.,Memphis,Louisiana,44331,9543856281,3
1377,Sarah,Harris,80 Second Way,Phoenix,Colorado,34883,660-5048300,4
1378,Ruben,Solis,689 Rocky New Road,St. Paul,New Mexico,57413,120336-7325,2
1379,Chadwick,Vance,638 South Oak Freeway,Baton Rouge,Illinois,74295,500781-6257,7
1380,Sergio,Mc Cormick,52 Green Fabien Parkway,Lincoln,Mississippi,52121,168-3231171,4
1381,Sonia,Valentine,753 Old Boulevard,Norfolk,Nebraska,89982,4409348514,6
1382,Todd,Baker,214 Green Old Boulevard,Stockton,California,38085,265-323-4629,1
1383,Danny,Ramsey,743 East First Boulevard,Greensboro,New York,41073,924-3651879,7
1384,Damion,Cisneros,18 North Rocky Nobel Road,Glendale,Minnesota,70623,697-945-2026,4
1385,Marsha,Mc Millan,144 Nobel Boulevard,Riverside,New York,24564,177-495-8972,1
1386,Kris,Kent,410 Old Road,Atlanta,North Dakota,43608,889-2987375,3
1387,Jorge,Washington,98 Clarendon Way,Stockton,Alaska,94033,6319337760,7
1388,Dylan,Cook,863 North Green Cowley Way,Austin,Utah,4484,273-390-0110,2
1389,Derrick,French,651 Cowley Way,Grand Rapids,Montana,42166,464-1269918,7
1390,Allan,Robertson,27 Clarendon Road,Aurora,Wyoming,44027,450-5997703,7
1391,Roberta,Keller,795 West Rocky Fabien Blvd.,Des Moines,Nevada,4346,179-7292399,4
1392,Meghan,Giles,71 Green First Boulevard,Anchorage,North Carolina,63639,6208421029,6
1393,Rafael,Sparks,89 South Rocky Cowley Street,Aurora,Texas,89478,124-2951107,3
1394,Cecil,Harvey,94 West White Old Street,Shreveport,Nebraska,95773,954-1970625,6
1395,Sherrie,Carey,853 North White Cowley Blvd.,Aurora,South Dakota,18363,692-5178197,4
1396,Darrick,Sexton,761 Clarendon Road,Richmond,Indiana,6779,358-331-1584,6
1397,Keisha,Dickson,397 Clarendon Freeway,New York,Arizona,46736,217397-8103,4
1398,Franklin,Nicholson,271 Second St.,Honolulu,Vermont,22838,4842589910,1
1399,Claire,Lucero,86 Cowley Street,Denver,Virginia,6277,945-657-0498,3
1400,Tammie,Silva,946 Second St.,St. Petersburg,Vermont,36805,462-8935753,7
1401,Marty,Cummings,24 Second Parkway,Fresno,Alaska,92409,326-160-0520,5
1402,Ronald,Mcfarland,62 New Boulevard,Honolulu,Indiana,99406,181-106-8301,3
1403,Emma,Stevens,64 South Rocky First Boulevard,Newark,South Carolina,6228,1664483943,1
1404,Veronica,Benitez,261 Rocky Second Way,Montgomery,Kentucky,34388,157-0515876,5
1405,Kerry,Cook,469 White Hague Boulevard,Aurora,Arizona,45097,919649-5145,2
1406,Trisha,Montgomery,11 South Old Boulevard,Tampa,Hawaii,64413,220-9409302,6
1407,Tamiko,George,911 Milton Boulevard,Sacramento,Alabama,52523,8192555430,3
1408,Mandy,Chavez,738 New Way,Buffalo,Oklahoma,67823,923-709-6437,4
1409,Iris,Banks,41 Nobel Avenue,Detroit,Minnesota,539,1165093158,5
1410,Earnest,Mendez,145 Oak Freeway,St. Louis,Vermont,5225,566737-0096,6
1411,Stacy,Gallegos,290 Old Drive,Oakland,South Dakota,57459,784-216-7269,7
1412,Rudy,Herman,879 Fabien Way,Cleveland,Mississippi,52365,352-5887134,2
1413,Raymond,Boyle,314 Rocky Hague Street,Fremont,Nevada,98535,5860578534,2
1414,Lori,Keith,58 South White New Street,Greensboro,Missouri,4027,407-730-7856,7
1415,Erica,Maldonado,390 Rocky Hague Boulevard,Akron,Massachusetts,60855,100-044-7241,3
1416,Kimberly,Wilkinson,90 Rocky Old Parkway,Hialeah,Wyoming,4364,5636161138,7
1417,Lakeisha,Yates,135 Cowley Road,St. Louis,Rhode Island,88997,6807201600,7
1418,Harvey,Liu,93 Hague Way,Las Vegas,Connecticut,24197,879-3529053,2
1419,Jonathon,Braun,470 Rocky First Freeway,Tulsa,North Dakota,71082,681-2517216,5
1420,Tina,Graves,41 Hague Way,Detroit,Michigan,70622,082-859-5748,4
1421,Terri,Kirby,59 Green Second Avenue,Newark,New Hampshire,38245,883-743-5050,5
1422,Latanya,Townsend,189 Fabien Blvd.,Norfolk,Hawaii,26394,531626-2601,7
1423,Damion,Reeves,60 Cowley Boulevard,Cincinnati,Missouri,48781,568-620-9627,1
1424,Craig,Hester,19 Green Cowley Avenue,Indianapolis,Idaho,77073,639-412-4495,1
1425,Amie,Ferguson,556 New Blvd.,Fort Wayne,Vermont,70935,265-5632277,2
1426,Gerard,O'Connor,973 Hague Freeway,Fort Wayne,Indiana,21800,621878-9841,2
1427,Tracey,Leon,921 Rocky Oak Parkway,Portland,Hawaii,906,967-066-7703,1
1428,Julio,Coffey,21 East Clarendon Street,Tucson,Nevada,86038,680-7806462,1
1429,Micah,Valdez,833 Milton Freeway,Seattle,North Dakota,70822,821440-7807,6
1430,Trent,Tanner,748 Rocky Old St.,Indianapolis,Texas,3335,056788-4951,1
1431,Luis,Serrano,44 South White Cowley St.,Hialeah,Alabama,8408,566-393-4157,6
1432,Norma,Vaughn,56 Hague Freeway,Houston,Vermont,40957,520-6650553,4
1433,Traci,Russell,116 Green Cowley Avenue,Raleigh,New Hampshire,53388,1066436778,6
1434,Ronald,Bright,798 White Milton Drive,Dallas,Colorado,14689,629-373-4675,1
1435,Vincent,Haynes,79 White First St.,Little Rock,Illinois,93925,961543-7419,2
1436,Charlotte,Solomon,37 West Green Nobel Drive,Boston,Minnesota,38888,429-608-5427,3
1437,Terrell,Gross,677 Clarendon Drive,Houston,Texas,66921,579-216-2614,7
1438,Antoine,Stuart,54 East White Nobel Street,Phoenix,Ohio,77832,919965-9701,1
1439,Alan,Horton,95 Rocky Nobel Street,El Paso,Florida,32467,1061244521,5
1440,Thomas,Meza,355 North Green First Way,Honolulu,Illinois,8121,077046-1803,3
1441,Rafael,Contreras,50 First Blvd.,Memphis,Colorado,26970,661-5783903,4
1442,Damion,Branch,67 North Green Cowley Boulevard,Austin,Washington,82339,946193-4195,4
1443,Carmen,Keller,45 Green Clarendon Drive,Pittsburgh,Minnesota,63494,305553-0983,7
1444,Allen,Hurley,78 South Milton Road,Lincoln,Kansas,99204,185-6663400,6
1445,Summer,Johnston,292 New Boulevard,Garland,Pennsylvania,43676,032365-3086,1
1446,Monica,Huynh,84 West Rocky Old Parkway,Kansas,Arkansas,91953,2144986901,1
1447,Cheryl,Chang,98 White New Way,Louisville,Florida,26807,226-3010542,3
1448,Clifton,Blevins,89 Fabien Blvd.,Richmond,Hawaii,53631,116343-9937,6
1449,Misti,Sullivan,810 Cowley St.,St. Paul,Tennessee,29462,6676683341,7
1450,Ricky,Bautista,16 Hague Boulevard,Arlington,Alabama,92174,708-3607014,6
1451,Randal,Taylor,549 Cowley St.,Arlington,Missouri,32744,107-425-1555,1
1452,Anne,Barajas,98 White Hague Street,Stockton,Colorado,42012,283-1155997,7
1453,Christi,Franco,128 North New St.,Denver,New Mexico,71057,920210-5605,6
1454,Sara,Mc Intyre,25 White Oak Freeway,Oakland,Oklahoma,95856,059-8182378,1
1455,Roxanne,Bonilla,690 Milton Parkway,Anchorage,Colorado,42062,103-4043309,2
1456,Stephen,Durham,53 Fabien Avenue,Glendale,Wyoming,5166,690865-9174,1
1457,Billy,Little,44 Rocky First St.,Bakersfield,Kansas,89720,787-472-8954,1
1458,Chanda,Hogan,875 South White Fabien Way,Columbus,Connecticut,64879,883834-3717,7
1459,Kim,Guerrero,873 Old Way,Washington,New York,24298,536795-3103,3
1460,Jake,Golden,603 Nobel Way,Colorado,Wyoming,72714,493010-1272,4
1461,Tony,Gilmore,98 East New Street,Detroit,Rhode Island,71292,645-2054711,5
1462,Cari,Ortega,616 North Green Oak Blvd.,Anaheim,Pennsylvania,23881,2783236041,4
1463,Jamie,Schneider,72 Green Fabien Boulevard,Hialeah,New York,7804,771-7585907,4
1464,Christine,Flynn,943 North Cowley Blvd.,Long Beach,Idaho,54110,267-2423618,5
1465,Christian,Tate,22 Rocky Hague Road,San Antonio,Michigan,97536,674-864-0050,7
1466,Elisabeth,Burns,34 White Nobel Drive,Charlotte,Wisconsin,69556,024-696-0678,3
1467,Molly,Matthews,422 Fabien Road,St. Louis,Massachusetts,21976,293-4649834,5
1468,Angelia,Kerr,106 Milton Freeway,Tampa,Wisconsin,60167,929-303-0124,2
1469,Tammi,Dixon,61 Green Oak Parkway,Greensboro,Illinois,94858,NULL,1
1470,April,Mann,70 Rocky Oak St.,Lubbock,Delaware,37213,NULL,6
1471,Janine,Melendez,23 South Rocky Oak Drive,Spokane,Nebraska,52007,892-754-8522,5
1472,Marlene,Barry,760 Milton Parkway,Houston,Hawaii,38514,154-1605813,6
1473,Erica,Strong,471 White Cowley Parkway,Glendale,Alabama,37953,220359-2480,6
1474,Iris,Spears,91 Old Way,St. Paul,Mississippi,39932,7158386781,6
1475,Cecilia,Ramos,69 New Street,Arlington,Utah,84228,5789969693,1
1476,Daniel,Steele,153 White Clarendon Parkway,Jersey,Louisiana,38953,081282-3457,1
1477,Kisha,Rich,452 Second Boulevard,San Antonio,Kentucky,39294,722-452-6672,4
1478,Steven,Quinn,293 Green Oak Avenue,Corpus Christi,Indiana,92042,9387035766,6
1479,Dexter,Fuller,308 North White Milton Street,Riverside,Maryland,611,092363-7903,7
1480,Eddie,Fleming,896 South White First Avenue,Fort Worth,Rhode Island,9979,155621-4402,3
1481,Lesley,Gonzales,954 West Old Parkway,San Antonio,New Jersey,6890,290-320-9429,2
1482,Lorie,Murphy,99 Rocky Old Road,Arlington,Mississippi,21520,256-983-8736,1
1483,Kate,White,95 Green Milton Street,Tucson,Wyoming,6618,585940-4734,4
1484,Mandi,Ross,427 North First Road,St. Petersburg,West Virginia,30188,510-5065391,1
1485,Candace,Farmer,99 East Clarendon Freeway,Louisville,North Dakota,10148,528-571-6853,1
1486,Mathew,Spears,73 Green First Boulevard,Austin,Montana,71480,205-4856794,1
1487,Shad,Stanley,634 First Blvd.,Grand Rapids,New Jersey,99157,866-3066263,4
1488,Melvin,Brock,821 Milton Way,Arlington,Idaho,92437,076-801-0504,2
1489,Tami,Wolfe,916 White First Drive,New Orleans,Georgia,30652,6094955067,3
1490,Chanda,Good,233 Second Blvd.,New Orleans,Virginia,49100,780452-2196,7
1491,Terrell,Cisneros,58 North Milton St.,Sacramento,Ohio,32617,202-6621132,6
1492,Evelyn,Adkins,102 Rocky Oak Street,Nashville,North Dakota,23440,842-525-8924,4
1493,Julio,Leblanc,33 Nobel Parkway,Little Rock,Arizona,51338,7463283415,6
1494,Constance,Conley,12 Second Parkway,Newark,Arkansas,94958,912222-7959,3
1495,Melissa,Miranda,28 Old Road,Portland,Oregon,22619,122-879-9719,6
1496,Gabrielle,Pierce,74 Fabien Avenue,Houston,Wisconsin,15740,8875976597,7
1497,Ginger,O'Neill,83 Green Clarendon Boulevard,Colorado,Alabama,24848,877-033-1315,1
1498,Ramon,Rubio,13 West Old St.,Santa Ana,Texas,50935,8949624432,1
1499,Frank,Walls,952 White Nobel Road,Cincinnati,Indiana,9171,981-326-7739,6
